## Fri Dec  2 12:43:26 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-OL67_RS12345	391619.PGA1_c26220	0.0	1455.0	COG5434@1|root,COG5434@2|Bacteria,1MVBW@1224|Proteobacteria,2TVNM@28211|Alphaproteobacteria,34E93@302485|Phaeobacter	28211|Alphaproteobacteria	M	Pectate lyase superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix,Pectate_lyase_3
gene-OL67_RS12350	1423144.Gal_00808	5.72e-90	264.0	2D78S@1|root,32TNJ@2|Bacteria,1N0VB@1224|Proteobacteria,2UCAT@28211|Alphaproteobacteria,34FVB@302485|Phaeobacter	28211|Alphaproteobacteria	S	Domain of unknown function (DUF4864)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4864
gene-OL67_RS12355	1423144.Gal_00807	0.0	1111.0	COG1384@1|root,COG1384@2|Bacteria,1MV32@1224|Proteobacteria,2TQYH@28211|Alphaproteobacteria,34E49@302485|Phaeobacter	28211|Alphaproteobacteria	J	tRNA synthetases class I (K)	lysS	-	6.1.1.6	ko:K04566	ko00970,map00970	M00360	R03658	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_1f
gene-OL67_RS12360	391619.PGA1_c26250	1.56e-93	273.0	COG3793@1|root,COG3793@2|Bacteria,1RD1X@1224|Proteobacteria,2U788@28211|Alphaproteobacteria,34FM7@302485|Phaeobacter	28211|Alphaproteobacteria	P	Tellurite resistance protein TerB	-	-	-	-	-	-	-	-	-	-	-	-	TerB
gene-OL67_RS12365	1423144.Gal_00805	1.11e-118	339.0	COG1670@1|root,COG1670@2|Bacteria,1R5MZ@1224|Proteobacteria,2U2QY@28211|Alphaproteobacteria,34G84@302485|Phaeobacter	28211|Alphaproteobacteria	J	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
gene-OL67_RS12370	1423144.Gal_00804	0.0	924.0	COG2027@1|root,COG2027@2|Bacteria,1MW40@1224|Proteobacteria,2TTF9@28211|Alphaproteobacteria,34EKM@302485|Phaeobacter	28211|Alphaproteobacteria	M	D-Ala-D-Ala carboxypeptidase 3 (S13) family	dacB	-	3.4.16.4	ko:K07259	ko00550,map00550	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	Peptidase_S13
gene-OL67_RS12375	391619.PGA1_c26280	5.77e-184	513.0	COG0697@1|root,COG0697@2|Bacteria,1R42V@1224|Proteobacteria,2U0BB@28211|Alphaproteobacteria,34F5N@302485|Phaeobacter	28211|Alphaproteobacteria	EG	EamA-like transporter family	-	-	-	-	-	-	-	-	-	-	-	-	EamA
gene-OL67_RS12380	391619.PGA1_c26290	3.31e-142	401.0	COG1057@1|root,COG1057@2|Bacteria,1RD0J@1224|Proteobacteria,2U6ZC@28211|Alphaproteobacteria,34DV7@302485|Phaeobacter	28211|Alphaproteobacteria	H	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)	nadD	-	2.7.7.18	ko:K00969	ko00760,ko01100,map00760,map01100	M00115	R00137,R03005	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like
gene-OL67_RS12385	1423144.Gal_00800	0.0	1063.0	COG0488@1|root,COG0488@2|Bacteria,1MU37@1224|Proteobacteria,2TS7G@28211|Alphaproteobacteria,34DTI@302485|Phaeobacter	28211|Alphaproteobacteria	S	ABC transporter	chvD	-	-	ko:K15738	-	-	-	-	ko00000,ko02000	3.A.1.120.6	-	-	ABC_tran,ABC_tran_Xtn
gene-OL67_RS12390	391619.PGA1_c26310	6.38e-37	125.0	2901V@1|root,2ZMS2@2|Bacteria,1PADC@1224|Proteobacteria,2UWV9@28211|Alphaproteobacteria,34GI6@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS12395	1423144.Gal_00798	5.07e-26	97.1	2ADBX@1|root,3131C@2|Bacteria,1PRKV@1224|Proteobacteria,2V3VV@28211|Alphaproteobacteria,34GKI@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS12400	1423144.Gal_00796	6.61e-100	289.0	COG0526@1|root,COG0526@2|Bacteria,1QU2B@1224|Proteobacteria,2TWE0@28211|Alphaproteobacteria,34FHK@302485|Phaeobacter	28211|Alphaproteobacteria	O	Thioredoxin	-	-	1.8.1.8	ko:K03672	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	Thioredoxin
gene-OL67_RS12405	391619.PGA1_c26340	8.28e-291	795.0	COG3637@1|root,COG3637@2|Bacteria,1R40T@1224|Proteobacteria,2TY0T@28211|Alphaproteobacteria,34GDF@302485|Phaeobacter	28211|Alphaproteobacteria	M	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety	-	-	-	-	-	-	-	-	-	-	-	-	Porin_4
gene-OL67_RS12410	1423144.Gal_00794	1.89e-133	377.0	COG1376@1|root,COG1376@2|Bacteria,1MVYT@1224|Proteobacteria,2U60K@28211|Alphaproteobacteria,34EXM@302485|Phaeobacter	28211|Alphaproteobacteria	S	L,D-transpeptidase catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	YkuD
gene-OL67_RS12415	1423144.Gal_00793	5.03e-43	140.0	COG1278@1|root,COG1278@2|Bacteria,1N6Q5@1224|Proteobacteria,2UF6W@28211|Alphaproteobacteria,34FVI@302485|Phaeobacter	28211|Alphaproteobacteria	K	'Cold-shock' DNA-binding domain	-	-	-	ko:K03704	-	-	-	-	ko00000,ko03000	-	-	-	CSD
gene-OL67_RS12420	391619.PGA1_c26370	9.37e-142	401.0	COG2755@1|root,COG2755@2|Bacteria,1RCXZ@1224|Proteobacteria,2U74E@28211|Alphaproteobacteria,34FDT@302485|Phaeobacter	28211|Alphaproteobacteria	E	GDSL-like Lipase/Acylhydrolase	tesA	-	3.1.1.5	ko:K10804	ko01040,map01040	-	-	-	ko00000,ko00001,ko01000,ko01004	-	-	-	Lipase_GDSL_2
gene-OL67_RS12425	391619.PGA1_c26380	2.03e-162	455.0	COG4181@1|root,COG4181@2|Bacteria,1MXG9@1224|Proteobacteria,2TS0J@28211|Alphaproteobacteria,34FKJ@302485|Phaeobacter	28211|Alphaproteobacteria	Q	ABC transporter	ybbA	GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0008144,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	ko:K02003	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
gene-OL67_RS12430	1423144.Gal_00790	0.0	1527.0	COG3127@1|root,COG3127@2|Bacteria,1MU9R@1224|Proteobacteria,2TS8V@28211|Alphaproteobacteria,34FAR@302485|Phaeobacter	28211|Alphaproteobacteria	Q	FtsX-like permease family	MA20_43810	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
gene-OL67_RS12435	1423144.Gal_00789	2.41e-106	306.0	COG1959@1|root,COG1959@2|Bacteria,1N05H@1224|Proteobacteria,2UBZM@28211|Alphaproteobacteria,34FFJ@302485|Phaeobacter	28211|Alphaproteobacteria	K	Transcriptional regulator	-	-	-	ko:K13771	ko05132,map05132	-	-	-	ko00000,ko00001,ko03000	-	-	-	Rrf2
gene-OL67_RS12440	1423144.Gal_00788	3.22e-133	378.0	COG3703@1|root,COG3703@2|Bacteria,1RDNV@1224|Proteobacteria,2U7V4@28211|Alphaproteobacteria,34FEE@302485|Phaeobacter	28211|Alphaproteobacteria	P	Catalyzes the cleavage of glutathione into 5-oxo-L- proline and a Cys-Gly dipeptide. Acts specifically on glutathione, but not on other gamma-glutamyl peptides	-	-	-	-	-	-	-	-	-	-	-	-	ChaC,GGACT
gene-OL67_RS12445	1423144.Gal_00787	3.54e-260	716.0	COG4325@1|root,COG4325@2|Bacteria,1MXTM@1224|Proteobacteria,2TRWI@28211|Alphaproteobacteria,34E9E@302485|Phaeobacter	28211|Alphaproteobacteria	S	Predicted membrane protein (DUF2254)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2254
gene-OL67_RS12450	1423144.Gal_00786	0.0	865.0	COG0008@1|root,COG0008@2|Bacteria,1MUCR@1224|Proteobacteria,2TRCI@28211|Alphaproteobacteria,34EGR@302485|Phaeobacter	28211|Alphaproteobacteria	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)	gltX1	-	6.1.1.17	ko:K01885	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	-	tRNA-synt_1c
gene-OL67_RS12455	1423144.Gal_00785	0.0	997.0	COG2199@1|root,COG2203@1|root,COG2199@2|Bacteria,COG2203@2|Bacteria,1QTZT@1224|Proteobacteria,2TW6E@28211|Alphaproteobacteria,34GEA@302485|Phaeobacter	28211|Alphaproteobacteria	T	Domain present in phytochromes and cGMP-specific phosphodiesterases.	-	-	-	-	-	-	-	-	-	-	-	-	GGDEF,HAMP,PAS_7
gene-OL67_RS12460	391619.PGA1_c26450	0.0	1108.0	COG0171@1|root,COG0388@1|root,COG0171@2|Bacteria,COG0388@2|Bacteria,1MU9U@1224|Proteobacteria,2TRAU@28211|Alphaproteobacteria,34DVH@302485|Phaeobacter	28211|Alphaproteobacteria	H	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source	nadE	-	6.3.1.5	ko:K01916	ko00760,ko01100,map00760,map01100	M00115	R00189	RC00100	ko00000,ko00001,ko00002,ko01000	-	-	-	CN_hydrolase,NAD_synthase
gene-OL67_RS12470	391619.PGA1_c26470	0.0	1019.0	COG0119@1|root,COG0119@2|Bacteria,1MUNQ@1224|Proteobacteria,2TSCJ@28211|Alphaproteobacteria,34F0Y@302485|Phaeobacter	28211|Alphaproteobacteria	E	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)	leuA	-	2.3.3.13	ko:K01649	ko00290,ko00620,ko01100,ko01110,ko01210,ko01230,map00290,map00620,map01100,map01110,map01210,map01230	M00432	R01213	RC00004,RC00470,RC02754	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	HMGL-like,LeuA_dimer
gene-OL67_RS12475	999611.KI421504_gene2650	3.59e-45	162.0	COG0457@1|root,COG0457@2|Bacteria,1MVMG@1224|Proteobacteria,2TSGE@28211|Alphaproteobacteria,282D2@191028|Leisingera	28211|Alphaproteobacteria	S	Sulfotransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Sulfotransfer_3,TPR_14,TPR_16,TPR_19,TPR_8
gene-OL67_RS12480	1423144.Gal_00781	3.03e-187	520.0	COG2961@1|root,COG2961@2|Bacteria,1MWGA@1224|Proteobacteria,2TU5K@28211|Alphaproteobacteria,34ERZ@302485|Phaeobacter	28211|Alphaproteobacteria	J	Specifically methylates the adenine in position 2030 of 23S rRNA	rlmJ	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0008988,GO:0009451,GO:0009987,GO:0010467,GO:0015976,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036307,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.266	ko:K07115	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	RsmJ
gene-OL67_RS12485	391619.PGA1_c26490	1.16e-243	671.0	COG2957@1|root,COG2957@2|Bacteria,1MX65@1224|Proteobacteria,2U0RR@28211|Alphaproteobacteria,34G3V@302485|Phaeobacter	28211|Alphaproteobacteria	E	Porphyromonas-type peptidyl-arginine deiminase	aguA	-	3.5.3.12	ko:K10536	ko00330,ko01100,map00330,map01100	-	R01416	RC00177	ko00000,ko00001,ko01000	-	-	-	PAD_porph
gene-OL67_RS12490	1423144.Gal_00780	2.43e-241	664.0	COG1077@1|root,COG1077@2|Bacteria,1MUMW@1224|Proteobacteria,2TTQ2@28211|Alphaproteobacteria,34EPF@302485|Phaeobacter	28211|Alphaproteobacteria	D	Actin	mreB	-	-	ko:K03569	-	-	-	-	ko00000,ko02048,ko03036,ko04812	1.A.33.1,9.B.157.1	-	-	MreB_Mbl
gene-OL67_RS12495	1423144.Gal_00779	4.08e-219	605.0	COG1792@1|root,COG1792@2|Bacteria,1N8ZS@1224|Proteobacteria,2U1FY@28211|Alphaproteobacteria,34E3U@302485|Phaeobacter	28211|Alphaproteobacteria	M	rod shape-determining protein MreC	mreC	-	-	ko:K03570	-	-	-	-	ko00000,ko03036	9.B.157.1	-	-	MreC
gene-OL67_RS12500	391619.PGA1_c26520	3.51e-113	326.0	2C7S8@1|root,32RJQ@2|Bacteria,1N2C7@1224|Proteobacteria,2UBZK@28211|Alphaproteobacteria,34FM9@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	mreD	-	-	ko:K03571	-	-	-	-	ko00000,ko03036	9.B.157.1	-	-	-
gene-OL67_RS12505	1423144.Gal_00777	0.0	1247.0	COG0768@1|root,COG0768@2|Bacteria,1MV8C@1224|Proteobacteria,2TRXN@28211|Alphaproteobacteria,34EIW@302485|Phaeobacter	28211|Alphaproteobacteria	M	Penicillin-binding Protein dimerisation domain	mrdA	-	3.4.16.4	ko:K05515	ko00550,ko01501,map00550,map01501	-	-	-	ko00000,ko00001,ko01000,ko01011	-	-	-	PBP_dimer,Transpeptidase
gene-OL67_RS12510	391619.PGA1_c26540	9.56e-266	728.0	COG0772@1|root,COG0772@2|Bacteria,1MUK3@1224|Proteobacteria,2TSM0@28211|Alphaproteobacteria,34ER6@302485|Phaeobacter	28211|Alphaproteobacteria	M	Peptidoglycan polymerase that is essential for cell wall elongation	mrdB	-	-	ko:K05837	-	-	-	-	ko00000,ko03036	-	-	-	FTSW_RODA_SPOVE
gene-OL67_RS12515	1423144.Gal_00775	1.24e-175	492.0	COG0583@1|root,COG0583@2|Bacteria,1N178@1224|Proteobacteria,2TS42@28211|Alphaproteobacteria,34GC7@302485|Phaeobacter	28211|Alphaproteobacteria	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene-OL67_RS12520	391619.PGA1_c26560	1.2e-95	278.0	COG3565@1|root,COG3565@2|Bacteria,1RD7C@1224|Proteobacteria,2U78G@28211|Alphaproteobacteria,34G1N@302485|Phaeobacter	28211|Alphaproteobacteria	S	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	-	ko:K06991	-	-	-	-	ko00000	-	-	-	Glyoxalase
gene-OL67_RS12525	1423144.Gal_00773	8.63e-224	616.0	COG0111@1|root,COG0111@2|Bacteria,1MW1U@1224|Proteobacteria,2TSUU@28211|Alphaproteobacteria,34ENB@302485|Phaeobacter	28211|Alphaproteobacteria	EH	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	ghrA	-	1.1.1.79,1.1.1.81	ko:K12972	ko00260,ko00620,ko00630,ko01100,ko01110,ko01120,map00260,map00620,map00630,map01100,map01110,map01120	-	R00465,R01388,R01392,R02527	RC00031,RC00042,RC00670	ko00000,ko00001,ko01000	-	-	-	2-Hacid_dh_C
gene-OL67_RS12530	1423144.Gal_00772	0.0	1158.0	COG0644@1|root,COG0644@2|Bacteria,1R41S@1224|Proteobacteria,2TW03@28211|Alphaproteobacteria,34G0N@302485|Phaeobacter	28211|Alphaproteobacteria	C	Tryptophan halogenase	-	-	1.14.19.9	ko:K14266	ko00404,ko01130,map00404,map01130	M00789,M00790	R09570	RC00949	ko00000,ko00001,ko00002,ko01000	-	-	-	Trp_halogenase
gene-OL67_RS12535	1423144.Gal_00771	0.0	1302.0	COG0339@1|root,COG0339@2|Bacteria,1MU1K@1224|Proteobacteria,2TRCK@28211|Alphaproteobacteria,34F6I@302485|Phaeobacter	28211|Alphaproteobacteria	E	Peptidase family M3	dcp	GO:0003674,GO:0003824,GO:0004180,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008238,GO:0016787,GO:0019538,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0070011,GO:0071704,GO:0140096,GO:1901564	3.4.15.5	ko:K01284	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M3
gene-OL67_RS12540	1423144.Gal_00770	1.01e-184	514.0	COG0765@1|root,COG0765@2|Bacteria,1MWF0@1224|Proteobacteria,2TRCT@28211|Alphaproteobacteria,34FY7@302485|Phaeobacter	28211|Alphaproteobacteria	U	Binding-protein-dependent transport system inner membrane component	yxeN	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
gene-OL67_RS12545	1423144.Gal_00769	1.01e-187	522.0	COG0834@1|root,COG0834@2|Bacteria,1NK96@1224|Proteobacteria,2TS1H@28211|Alphaproteobacteria,34G1C@302485|Phaeobacter	28211|Alphaproteobacteria	ET	Ligated ion channel L-glutamate- and glycine-binding site	-	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
gene-OL67_RS12550	1423144.Gal_00768	5.69e-242	667.0	COG0476@1|root,COG0476@2|Bacteria,1MW7H@1224|Proteobacteria,2TRWY@28211|Alphaproteobacteria,34DZQ@302485|Phaeobacter	28211|Alphaproteobacteria	H	ThiF family	moeB	-	2.7.7.80	ko:K21029	ko04122,map04122	-	R07459	RC00043	ko00000,ko00001,ko01000	-	-	-	ThiF
gene-OL67_RS12555	391619.PGA1_c26630	8.13e-99	287.0	COG0756@1|root,COG0756@2|Bacteria,1RA7P@1224|Proteobacteria,2U7B5@28211|Alphaproteobacteria,34FH6@302485|Phaeobacter	28211|Alphaproteobacteria	F	This enzyme is involved in nucleotide metabolism it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA	dut	GO:0000287,GO:0003674,GO:0003824,GO:0004170,GO:0005488,GO:0006139,GO:0006220,GO:0006221,GO:0006226,GO:0006244,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009141,GO:0009143,GO:0009147,GO:0009149,GO:0009157,GO:0009162,GO:0009165,GO:0009166,GO:0009176,GO:0009177,GO:0009200,GO:0009204,GO:0009211,GO:0009213,GO:0009219,GO:0009221,GO:0009223,GO:0009262,GO:0009263,GO:0009264,GO:0009265,GO:0009394,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0046078,GO:0046080,GO:0046081,GO:0046385,GO:0046386,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0047429,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0072529,GO:0090407,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576	3.6.1.23	ko:K01520	ko00240,ko00983,ko01100,map00240,map00983,map01100	M00053	R02100,R11896	RC00002	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	dUTPase
gene-OL67_RS12560	1423144.Gal_00766	1.03e-266	733.0	COG0452@1|root,COG0452@2|Bacteria,1MVQP@1224|Proteobacteria,2TRN1@28211|Alphaproteobacteria,34EXW@302485|Phaeobacter	28211|Alphaproteobacteria	H	Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4-phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine	coaBC	-	4.1.1.36,6.3.2.5	ko:K13038,ko:K21977	ko00770,ko01100,map00770,map01100	M00120	R03269,R04231	RC00064,RC00090,RC00822	ko00000,ko00001,ko00002,ko01000	-	-	-	DFP,Flavoprotein
gene-OL67_RS12565	391619.PGA1_c26650	4.9e-197	549.0	COG3016@1|root,COG3016@2|Bacteria,1NXYQ@1224|Proteobacteria,2U0QY@28211|Alphaproteobacteria,34FCC@302485|Phaeobacter	28211|Alphaproteobacteria	S	Haem-binding uptake, Tiki superfamily, ChaN	-	-	-	-	-	-	-	-	-	-	-	-	Cofac_haem_bdg
gene-OL67_RS12570	1423144.Gal_00764	2.5e-199	553.0	COG0568@1|root,COG0568@2|Bacteria,1MUXA@1224|Proteobacteria,2TUED@28211|Alphaproteobacteria,34F2Q@302485|Phaeobacter	28211|Alphaproteobacteria	K	Sigma-70, region 4	rpoH2	-	-	ko:K03089	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4
gene-OL67_RS12575	1423144.Gal_00763	3.55e-110	318.0	COG2087@1|root,COG2087@2|Bacteria,1RH0A@1224|Proteobacteria,2U98X@28211|Alphaproteobacteria,34FSM@302485|Phaeobacter	28211|Alphaproteobacteria	H	Catalyzes ATP-dependent phosphorylation of adenosylcobinamide and addition of GMP to adenosylcobinamide phosphate	cobP	-	2.7.1.156,2.7.7.62	ko:K02231	ko00860,ko01100,map00860,map01100	M00122	R05221,R05222,R06558	RC00002,RC00428	ko00000,ko00001,ko00002,ko01000	-	-	-	CobU
gene-OL67_RS12580	391619.PGA1_c26680	1.85e-142	402.0	COG0406@1|root,COG0406@2|Bacteria,1N41V@1224|Proteobacteria,2U09E@28211|Alphaproteobacteria,34E3I@302485|Phaeobacter	28211|Alphaproteobacteria	G	Phosphoglycerate mutase family	-	-	-	-	-	-	-	-	-	-	-	-	His_Phos_1
gene-OL67_RS12585	391619.PGA1_c26690	1.1e-156	440.0	COG0625@1|root,COG0625@2|Bacteria,1PHM1@1224|Proteobacteria,2TTQZ@28211|Alphaproteobacteria,34E7C@302485|Phaeobacter	28211|Alphaproteobacteria	O	Glutathione S-transferase, N-terminal domain	-	-	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C_2,GST_N_2,GST_N_3
gene-OL67_RS12590	1423144.Gal_00760	0.0	933.0	COG0606@1|root,COG0606@2|Bacteria,1MU4R@1224|Proteobacteria,2TQU6@28211|Alphaproteobacteria,34DWZ@302485|Phaeobacter	28211|Alphaproteobacteria	O	Magnesium chelatase, subunit ChlI C-terminal	comM	-	-	ko:K07391	-	-	-	-	ko00000	-	-	-	ChlI,Mg_chelatase,Mg_chelatase_C
gene-OL67_RS12595	1423144.Gal_00759	2.58e-226	623.0	COG0189@1|root,COG0189@2|Bacteria,1MVUA@1224|Proteobacteria,2TQNE@28211|Alphaproteobacteria,34EQF@302485|Phaeobacter	28211|Alphaproteobacteria	F	Prokaryotic glutathione synthetase, N-terminal domain	gshB	GO:0003674,GO:0003824,GO:0004363,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0019184,GO:0034641,GO:0042398,GO:0043043,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:1901564,GO:1901566,GO:1901576	6.3.2.3	ko:K01920	ko00270,ko00480,ko01100,map00270,map00480,map01100	M00118	R00497,R10994	RC00096,RC00141	ko00000,ko00001,ko00002,ko01000	-	-	-	GSH-S_ATP,GSH-S_N
gene-OL67_RS12600	1423144.Gal_00758	3.08e-79	236.0	COG0792@1|root,COG0792@2|Bacteria,1PR25@1224|Proteobacteria,2V3DH@28211|Alphaproteobacteria,34FUS@302485|Phaeobacter	28211|Alphaproteobacteria	L	Uncharacterised protein family UPF0102	-	-	-	ko:K07460	-	-	-	-	ko00000	-	-	-	UPF0102
gene-OL67_RS12605	391619.PGA1_c26730	1.61e-192	535.0	COG0313@1|root,COG0313@2|Bacteria,1MU0E@1224|Proteobacteria,2TR14@28211|Alphaproteobacteria,34EI7@302485|Phaeobacter	28211|Alphaproteobacteria	H	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA	rsmI	-	2.1.1.198	ko:K07056	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TP_methylase
gene-OL67_RS12610	391619.PGA1_c26740	5.65e-258	711.0	COG0683@1|root,COG0683@2|Bacteria,1QURG@1224|Proteobacteria,2TS62@28211|Alphaproteobacteria,34E7S@302485|Phaeobacter	28211|Alphaproteobacteria	E	Periplasmic binding protein	MA20_24635	-	-	-	-	-	-	-	-	-	-	-	Peripla_BP_6
